Date,n_pro,num_EP,num_kpath,num_Subblock,timestep_max,update_interval,learning_rate,gamma,alpha,num_of_warmup,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
2021-12-09 12:07:19.351871,4,5000,5,5,1000,100,1e-05,0.95,0.0,1000,3,1,50,1,10,50
