nob,cnt_gen_band,cnt_blk_band,cnt_suc_band,total_Gen_bandwidth,total_Block_bandwidth,cnt_suc_nos,utilization,avghop,routing_name,assingment_name,networktopo
0,[4916. 5118. 5036. 5098. 4976. 4758. 5046. 5050. 5038. 4964.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4916. 5118. 5036. 5098. 4976. 4758. 5046. 5050. 5038. 4964.],3434800.0,0,[8186. 8280. 7753. 6114. 5401. 2721. 2880. 2916. 2870. 2879.],0.16029080952380953,2.32546,fuzzy routing,2D,test_nsf
0,[4944. 4988. 5066. 4933. 4951. 4968. 4962. 5043. 5116. 5029.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4944. 4988. 5066. 4933. 4951. 4968. 4962. 5043. 5116. 5029.],3447812.5,0,[8209. 8126. 7807. 6102. 5530. 2803. 2824. 2804. 2885. 2910.],0.23629063392857144,2.28742,fuzzy routing,2D,test_nsf
29,[4926. 4956. 5060. 4941. 5036. 4949. 5064. 5002. 5038. 5028.],[ 0.  0.  0.  0.  0.  1.  1.  2.  7. 18.],[4926. 4956. 5060. 4941. 5036. 4948. 5063. 5000. 5031. 5010.],3446775.0,3400.0,[8283. 8234. 7797. 6125. 5651. 2741. 2786. 2730. 2817. 2807.],0.31676578125,2.326089131696384,fuzzy routing,2D,test_nsf
272,[4987. 5051. 4939. 5098. 4864. 5106. 4929. 4964. 4983. 5079.],[  0.   0.   0.   1.   5.   8.  25.  55.  68. 110.],[4987. 5051. 4939. 5097. 4859. 5098. 4904. 4909. 4915. 4969.],3438825.0,30050.0,[8265. 8431. 7709. 6240. 5392. 2799. 2678. 2684. 2743. 2787.],0.3935774285714286,2.340854247104247,fuzzy routing,2D,test_nsf
821,[5052. 5013. 5114. 4906. 5007. 4976. 5014. 5005. 5004. 4909.],[  0.   0.   1.   3.  13.  28.  75. 141. 227. 333.],[5052. 5013. 5113. 4903. 4994. 4948. 4939. 4864. 4777. 4576.],3427487.5,90925.0,[8414. 8214. 7905. 6196. 5507. 2668. 2673. 2639. 2588. 2375.],0.4457290625,2.3225360418064622,fuzzy routing,2D,test_nsf
1960,[4940. 4950. 5006. 5182. 4983. 5032. 4983. 4936. 5028. 4960.],[  0.   0.   4.  15.  58. 101. 204. 336. 498. 744.],[4940. 4950. 5002. 5167. 4925. 4931. 4779. 4600. 4530. 4216.],3436425.0,212575.0,[8225. 8293. 7823. 6261. 5424. 2672. 2558. 2418. 2326. 2040.],0.4974589642857143,2.2958992506244797,fuzzy routing,2D,test_nsf
3127,[4998. 5022. 5056. 4991. 4960. 4951. 4990. 5011. 5071. 4950.],[   0.    0.    7.   26.   78.  191.  360.  568.  850. 1047.],[4998. 5022. 5049. 4965. 4882. 4760. 4630. 4443. 4221. 3903.],3435462.5,335562.5,[8276. 8426. 7749. 6125. 5275. 2541. 2409. 2251. 2074. 1747.],0.5245543288690476,2.2687047980713846,fuzzy routing,2D,test_nsf
4515,[5040. 4906. 4984. 4865. 4991. 4991. 5093. 4886. 5082. 5162.],[   0.    2.   14.   52.  159.  322.  604.  803. 1176. 1383.],[5040. 4904. 4970. 4813. 4832. 4669. 4489. 4083. 3906. 3779.],3453275.0,475587.5,[8326. 8130. 7825. 5934. 5297. 2481. 2289. 1964. 1738. 1501.],0.5505388080357143,2.2346707705837088,fuzzy routing,2D,test_nsf
