Date,n_pro,num_EP,num_kpath,num_Subblock,hiddensize,timestep_max,update_interval,learning_rate,gamma,alpha,num_of_warmup,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
2021-12-10 13:39:57.405059,16,5000,5,10,256,1000,50,1e-05,0.95,0.04,1000,3,1,50,1,10,50
