Date,n_pro,num_EP,num_kpath,num_Subblock,hiddensize,timestep_max,update_interval,learning_rate,gamma,alpha,num_of_warmup,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
2021-12-16 23:51:10.458056,1,5000,5,1,128,1000,100,0.0001,0.95,0.01,0,10,1,20,1,10,100
