nob,cnt_gen_band,cnt_blk_band,cnt_suc_band,total_Gen_bandwidth,total_Block_bandwidth,cnt_suc_nos,utilization,avghop,routing_name,assingment_name,networktopo
9980,[ 9760.  9941.  9926. 10161. 10128. 10031.  9946.  9981. 10077. 10049.],"[1.000e+00 2.000e+00 5.100e+01 1.900e+02 6.260e+02 6.270e+02 1.622e+03
 1.586e+03 2.319e+03 2.956e+03]",[9759. 9939. 9875. 9971. 9502. 9404. 8324. 8395. 7758. 7093.],6894287.5,1028537.5,"[3.2965e+04 3.1765e+04 1.9163e+04 4.3720e+03 1.7540e+03 0.0000e+00
 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00]",0.5345058625,1.5202621639635636,KSP,FF,sixnode
