Date,n_pro,num_EP,num_kpath,num_Subblock,hiddensize,timestep_max,update_interval,learning_rate,gamma,alpha,num_of_warmup,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
2021-12-21 14:59:25.597045,8,10000,5,1,256,1000,100,1e-05,0.95,0.01,0,10,1,20,1,10,100
