log_avg_ept_score,log_avg_succ_req,log_avg_blk_req,log_avg_BP_req,log_avg_entropy
90,545,455,0.455,2.3004454622268677
80,540,460,0.46,2.3004376966953277
66,533,467,0.467,2.30043821644783
34,517,483,0.483,2.300431292295456
50,525,475,0.475,2.3004291036129
-10,495,505,0.505,2.3004106702804568
58,529,471,0.471,2.3004163546562193
30,515,485,0.485,2.300421985387802
58,529,471,0.471,2.3004119958877562
80,540,460,0.46,2.300427524328232
80,540,460,0.46,2.300418258190155
70,535,465,0.465,2.300415321111679
-4,498,502,0.502,2.3004036128520964
54,527,473,0.473,2.300411604881287
0,500,500,0.5,2.3003951506614686
2,501,499,0.499,2.300393627882004
104,552,448,0.448,2.3004003038406373
72,536,464,0.464,2.3003907289505006
32,516,484,0.484,2.300388686656952
52,526,474,0.474,2.3003925478458402
78,539,461,0.461,2.300373528718948
52,526,474,0.474,2.300384855031967
36,518,482,0.482,2.3003820753097535
24,512,488,0.488,2.3003875620365144
36,518,482,0.482,2.3003720128536225
102,551,449,0.449,2.3003737225532532
22,511,489,0.489,2.300354207992554
10,505,495,0.495,2.3003539736270904
58,529,471,0.471,2.300349448442459
78,539,461,0.461,2.300369479417801
32,516,484,0.484,2.3003603868484497
2,501,499,0.499,2.300341059446335
10,505,495,0.495,2.3003530995845796
8,504,496,0.496,2.3003483893871306
114,557,443,0.443,2.3003439791202545
74,537,463,0.463,2.30035480093956
18,509,491,0.491,2.300331833600998
48,524,476,0.476,2.3003426620960234
84,542,458,0.458,2.3003367507457733
32,516,484,0.484,2.300319096803665
90,545,455,0.455,2.300334370136261
68,534,466,0.466,2.3003352115154265
46,523,477,0.477,2.3003249220848083
-20,490,510,0.51,2.300316198348999
64,532,468,0.468,2.300315910577774
110,555,445,0.445,2.300323553085327
120,560,440,0.44,2.3003296494483947
58,529,471,0.471,2.3003196794986724
14,507,493,0.493,2.300306725978851
26,513,487,0.487,2.3002961890697478
42,521,479,0.479,2.3002937798500063
24,512,488,0.488,2.3002999212741853
92,546,454,0.454,2.30030033993721
34,517,483,0.483,2.3002984437942504
40,520,480,0.48,2.300288600683212
56,528,472,0.472,2.3002874553203583
30,515,485,0.485,2.300288582086563
68,534,466,0.466,2.300283447265625
20,510,490,0.49,2.3002676236629487
56,528,472,0.472,2.30027880859375
52,526,474,0.474,2.3002692110538483
36,518,482,0.482,2.3002629635334015
70,535,465,0.465,2.300274358510971
38,519,481,0.481,2.300239142894745
52,526,474,0.474,2.3002558517456055
44,522,478,0.478,2.300248068571091
60,530,470,0.47,2.3002268497943876
32,516,484,0.484,2.3002273080348967
52,526,474,0.474,2.3002266340255737
50,525,475,0.475,2.3002296736240386
50,525,475,0.475,2.300210147857666
18,509,491,0.491,2.300217220067978
98,549,451,0.451,2.300224638223648
102,551,449,0.449,2.300217668056488
38,519,481,0.481,2.3002039732933044
42,521,479,0.479,2.3001967651844026
58,529,471,0.471,2.300187999725342
18,509,491,0.491,2.3001891157627106
68,534,466,0.466,2.3001957223415377
12,506,494,0.494,2.300167451620102
70,535,465,0.465,2.3001792681217195
-10,495,505,0.505,2.3001666731834414
30,515,485,0.485,2.3001624615192413
22,511,489,0.489,2.3001690096855163
4,502,498,0.498,2.3001379761695864
36,518,482,0.482,2.300157017946243
52,526,474,0.474,2.300141991615295
54,527,473,0.473,2.3001373553276063
8,504,496,0.496,2.3001360201835634
22,511,489,0.489,2.3001296536922453
72,536,464,0.464,2.3001324005126955
