log_avg_ept_score,log_avg_succ_req,log_avg_blk_req,log_avg_BP_req,log_avg_entropy
-241,671,329,0.329,1.5970891001224519
-241,682,318,0.318,1.5711271752119065
-303,666,334,0.334,1.5688233565092087
-287,652,348,0.348,1.5645680600404739
-227,672,328,0.328,1.5579411525726319
-197,688,312,0.312,1.5495872834920883
-221,679,321,0.321,1.5458956600427627
-163,686,314,0.314,1.5460159783363343
-103,718,282,0.282,1.4403279289007187
13,745,255,0.255,1.1118366226851941
170,779,221,0.221,1.100948621481657
20,749,251,0.251,1.104645612180233
208,798,202,0.202,1.0090745540261268
274,810,190,0.19,0.9602371882200241
112,771,229,0.229,0.9526738574802875
146,791,209,0.209,0.9572887043952942
324,815,185,0.185,0.7824118607640267
315,823,177,0.177,0.42564236654009435
392,839,161,0.161,0.4600810397515015
422,851,149,0.149,0.3602237667867739
375,834,166,0.166,0.3636597801962926
438,856,144,0.144,0.24455983006696624
356,832,168,0.168,0.22334692554664798
364,845,155,0.155,0.17937225254678923
461,853,147,0.147,0.055401642694690965
498,880,120,0.12,0.012567555087531218
411,856,144,0.144,0.011619170001038582
383,840,160,0.16,0.01557979626738961
467,866,134,0.134,0.016823484739492415
607,900,100,0.1,0.012698220583144576
485,871,129,0.129,0.01659999434981728
435,859,141,0.141,0.017456089117680675
486,865,135,0.135,0.017926967721083202
455,863,137,0.137,0.012204030829190742
387,849,151,0.151,0.013145688176271505
561,887,113,0.113,0.009930281966691837
406,858,142,0.142,0.011767174532462376
500,879,121,0.121,0.011564136264380067
399,837,163,0.163,0.014947083291423042
443,865,135,0.135,0.012490974926971831
490,866,134,0.134,0.01392373588233022
539,880,120,0.12,0.018780699133640156
377,847,153,0.153,0.019837119030416944
435,856,144,0.144,0.02106707467639353
460,862,138,0.138,0.02392525324341841
427,863,137,0.137,0.027613508076523432
563,888,112,0.112,0.022695893559022805
440,854,146,0.146,0.02778337469510734
453,857,143,0.143,0.02619547704490833
486,875,125,0.125,0.02111386218946427
479,868,132,0.132,0.022183096418273634
513,875,125,0.125,0.02414804344228469
433,859,141,0.141,0.03002686477114912
453,871,129,0.129,0.029588999656261876
480,872,128,0.128,0.036948997589526696
494,873,127,0.127,0.030439926222665236
353,837,163,0.163,0.040391016008798034
464,863,137,0.137,0.052626557294279334
519,865,135,0.135,0.05637383914925158
424,858,142,0.142,0.06418851503310725
510,871,129,0.129,0.0908864615643397
542,887,113,0.113,0.09070339463278651
529,882,118,0.118,0.137014035966713
540,885,115,0.115,0.13047255051601678
465,853,147,0.147,0.172132367934566
518,874,126,0.126,0.20589217091165482
553,879,121,0.121,0.21698566439095884
