Date,n_pro,num_EP,num_kpath,num_Subblock,timestep_max,update_interval,learning_rate,gamma,alpha,num_of_warmup,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
57:28.1,4,5000,5,5,1000,100,1.00E-05,0.9,0,1000,3,1,50,1,10,50
