nob,cnt_gen_band,cnt_blk_band,cnt_suc_band,total_Gen_bandwidth,total_Block_bandwidth,cnt_suc_nos,utilization,avghop,routing_name,assingment_name,networktopo
0,[4916. 5118. 5036. 5098. 4976. 4758. 5046. 5050. 5038. 4964.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4916. 5118. 5036. 5098. 4976. 4758. 5046. 5050. 5038. 4964.],3434800.0,0,[8268. 8383. 7825. 6167. 5453. 2655. 2820. 2841. 2791. 2797.],0.23148403273809523,2.26872,fuzzy routing,2D,test_nsf
23,[4944. 4988. 5066. 4933. 4951. 4968. 4962. 5043. 5116. 5029.],[ 0.  0.  0.  0.  0.  0.  3.  5.  5. 10.],[4944. 4988. 5066. 4933. 4951. 4968. 4959. 5038. 5111. 5019.],3447812.5,2575.0,[8227. 8099. 7795. 6189. 5598. 2792. 2791. 2770. 2851. 2865.],0.32097028869047617,2.3390159473357746,fuzzy routing,2D,test_nsf
239,[4926. 4956. 5060. 4941. 5036. 4949. 5064. 5002. 5038. 5028.],[  0.   0.   1.   1.   8.   7.  15.  29.  65. 113.],[4926. 4956. 5059. 4940. 5028. 4942. 5049. 4973. 4973. 4915.],3446775.0,26762.5,[8296. 8229. 7822. 6165. 5658. 2719. 2742. 2682. 2748. 2700.],0.38927193452380954,2.334177367818171,fuzzy routing,2D,test_nsf
973,[4987. 5051. 4939. 5098. 4864. 5106. 4929. 4964. 4983. 5079.],[  1.   0.   1.  11.  25.  46.  85. 159. 275. 370.],[4986. 5051. 4938. 5087. 4839. 5060. 4844. 4805. 4708. 4709.],3438825.0,106137.5,[8291. 8455. 7727. 6198. 5326. 2755. 2617. 2584. 2549. 2525.],0.4531201116071429,2.3214555245069044,fuzzy routing,2D,test_nsf
1717,[5052. 5013. 5114. 4906. 5007. 4976. 5014. 5005. 5004. 4909.],[  0.   0.   3.   6.  45.  88. 183. 299. 471. 622.],[5052. 5013. 5111. 4900. 4962. 4888. 4831. 4706. 4533. 4287.],3427487.5,186475.0,[8426. 8234. 7903. 6161. 5435. 2606. 2572. 2490. 2351. 2105.],0.4924629732142857,2.300002071122341,fuzzy routing,2D,test_nsf
3181,[4940. 4950. 5006. 5182. 4983. 5032. 4983. 4936. 5028. 4960.],"[0.000e+00 1.000e+00 9.000e+00 3.200e+01 8.800e+01 2.040e+02 3.640e+02
 5.770e+02 8.640e+02 1.042e+03]",[4940. 4949. 4997. 5150. 4895. 4828. 4619. 4359. 4164. 3918.],3436425.0,339762.5,[8231. 8295. 7807. 6227. 5360. 2573. 2412. 2180. 1986. 1748.],0.5275827068452381,2.269634122898823,fuzzy routing,2D,test_nsf
