Date,n_pro,num_EP,num_kpath,num_Subblock,hiddensize,timestep_max,update_interval,learning_rate,gamma,alpha,num_of_warmup,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
2021-12-12 01:51:12.933696,4,5000,5,10,256,1000,100,0.0001,0.95,0.02,1000,3,1,50,1,10,50
