nob,cnt_gen_band,cnt_blk_band,cnt_suc_band,total_Gen_bandwidth,total_Block_bandwidth,cnt_suc_nos,utilization,avghop,routing_name,assingment_name,networktopo
0,[5893. 6139. 6025. 6090. 5933. 5773. 6040. 6077. 6054. 5976.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5893. 6139. 6025. 6090. 5933. 5773. 6040. 6077. 6054. 5976.],4125637.5,0,[10001. 10034.  9472.  7478.  6567.  3160.  3312.  3330.  3311.  3335.],0.167868046875,2.4396833333333334,KSP,BF,test_nsf
9,[5888. 5973. 6093. 5889. 6040. 5942. 6022. 6009. 6145. 5999.],[0. 0. 0. 0. 0. 0. 1. 3. 1. 4.],[5888. 5973. 6093. 5889. 6040. 5942. 6021. 6006. 6144. 5995.],4138025.0,1000.0,[9915. 9897. 9375. 7407. 6811. 3305. 3336. 3265. 3366. 3314.],0.25412609375,2.439282559050524,KSP,BF,test_nsf
125,[5974. 6001. 6018. 6083. 5956. 5992. 5977. 5991. 5970. 6038.],[ 0.  0.  0.  0.  1.  2. 12. 21. 32. 57.],[5974. 6001. 6018. 6083. 5955. 5990. 5965. 5970. 5938. 5981.],4124637.5,14087.5,[10047. 10117.  9340.  7394.  6597.  3252.  3193.  3239.  3303.  3393.],0.3288338752480159,2.400384133611691,KSP,BF,test_nsf
440,[6045. 6045. 6062. 5918. 5902. 6079. 5977. 5980. 6039. 5953.],[  0.   0.   0.   0.   6.  13.  43.  71. 128. 179.],[6045. 6045. 6062. 5918. 5896. 6066. 5934. 5909. 5911. 5774.],4119212.5,48987.5,[10099.  9937.  9506.  7449.  6491.  3283.  3219.  3243.  3243.  3090.],0.38549602554563495,2.3669408999328407,KSP,BF,test_nsf
1292,[5965. 5918. 6023. 6178. 5986. 6003. 5982. 5943. 5999. 6003.],[  0.   0.   2.   8.  21.  59. 129. 207. 352. 514.],[5965. 5918. 6021. 6170. 5965. 5944. 5853. 5736. 5647. 5489.],4124612.5,142050.0,[9946. 9955. 9411. 7511. 6604. 3235. 3184. 3067. 2993. 2802.],0.4506939918154762,2.325986236969408,KSP,BF,test_nsf
2666,[6008. 6040. 6033. 5978. 5962. 5977. 5976. 5950. 6097. 5979.],[  0.   0.   4.  23.  62. 136. 283. 446. 740. 972.],[6008. 6040. 6029. 5955. 5900. 5841. 5693. 5504. 5357. 5007.],4123325.0,289487.5,[ 9989. 10109.  9368.  7315.  6382.  3168.  3019.  2856.  2738.  2390.],0.48791469618055555,2.292112882408344,KSP,BF,test_nsf
