nob,cnt_gen_band,cnt_blk_band,cnt_suc_band,total_Gen_bandwidth,total_Block_bandwidth,cnt_suc_nos,utilization,avghop,routing_name,assingment_name,networktopo
12,[4916. 5118. 5036. 5098. 4976. 4758. 5046. 5050. 5038. 4964.],[0. 0. 0. 0. 0. 0. 2. 2. 4. 4.],[4916. 5118. 5036. 5098. 4976. 4758. 5044. 5048. 5034. 4960.],3434800.0,1325.0,[8349. 8426. 7889. 6228. 5485. 2594. 2757. 2785. 2735. 2740.],0.24968082738095237,2.4300832199727935,KSP,BF,test_nsf
27,[4944. 4988. 5066. 4933. 4951. 4968. 4962. 5043. 5116. 5029.],[0. 0. 0. 0. 0. 1. 3. 6. 8. 9.],[4944. 4988. 5066. 4933. 4951. 4967. 4959. 5037. 5108. 5020.],3447812.5,2962.5,[8285. 8184. 7847. 6179. 5588. 2753. 2751. 2734. 2818. 2834.],0.2919365505952381,2.428891601464791,KSP,BF,test_nsf
120,[4926. 4956. 5060. 4941. 5036. 4949. 5064. 5002. 5038. 5028.],[ 0.  0.  0.  0.  3.  2.  7. 22. 26. 60.],[4926. 4956. 5060. 4941. 5033. 4947. 5057. 4980. 5012. 4968.],3446775.0,13575.0,[8339. 8285. 7844. 6161. 5634. 2706. 2733. 2672. 2769. 2737.],0.32503456101190475,2.4007618283881316,KSP,BF,test_nsf
243,[4987. 5051. 4939. 5098. 4864. 5106. 4929. 4964. 4983. 5079.],[  0.   0.   0.   1.   5.   6.  22.  44.  54. 111.],[4987. 5051. 4939. 5097. 4859. 5100. 4907. 4920. 4929. 4968.],3438825.0,27087.5,[8324. 8477. 7746. 6209. 5343. 2791. 2667. 2685. 2746. 2769.],0.3624131086309524,2.383443535582933,KSP,BF,test_nsf
359,[5052. 5013. 5114. 4906. 5007. 4976. 5014. 5005. 5004. 4909.],[  0.   0.   1.   2.   7.  12.  36.  50. 102. 149.],[5052. 5013. 5113. 4904. 5000. 4964. 4978. 4955. 4902. 4760.],3427487.5,39725.0,[8457. 8253. 7932. 6189. 5499. 2671. 2700. 2711. 2688. 2541.],0.3864549181547619,2.362865373380875,KSP,BF,test_nsf
702,[4940. 4950. 5006. 5182. 4983. 5032. 4983. 4936. 5028. 4960.],[  0.   0.   1.   4.  11.  21.  60. 112. 199. 294.],[4940. 4950. 5005. 5178. 4972. 5011. 4923. 4824. 4829. 4666.],3436425.0,78087.5,[8254. 8317. 7849. 6282. 5510. 2747. 2686. 2617. 2590. 2446.],0.4226988214285714,2.3413931599659215,KSP,BF,test_nsf
