log_avg_ept_score,log_avg_succ_req,log_avg_blk_req,log_avg_BP_req,log_avg_entropy
80,540,460,0.46,1.607249494791031
64,532,468,0.468,1.6070935914516449
84,542,458,0.458,1.6069677016735078
88,544,456,0.456,1.6069624189138412
106,553,447,0.447,1.6059856858253478
86,543,457,0.457,1.6057937991619111
104,552,448,0.448,1.6056246260404587
120,560,440,0.44,1.6056821994781494
114,557,443,0.443,1.6034234368801117
118,559,441,0.441,1.6031132748126984
146,573,427,0.427,1.602705433011055
130,565,435,0.435,1.6025975885391235
120,560,440,0.44,1.5978548837900162
112,556,444,0.444,1.596244097471237
168,584,416,0.416,1.5958127781152724
160,580,420,0.42,1.5954699754714965
164,582,418,0.418,1.5800408300161362
154,577,423,0.423,1.5749317463636399
166,583,417,0.417,1.5736521100997924
190,595,405,0.405,1.5710695984363556
180,590,410,0.41,1.5257810524702071
256,628,372,0.372,1.5218265419602395
242,621,379,0.379,1.5152108141779899
210,605,395,0.395,1.5131861439943313
322,661,339,0.339,1.371341305732727
298,649,351,0.351,1.3597201527953149
306,653,347,0.347,1.3328827750533818
262,631,369,0.369,1.3342515676915645
400,700,300,0.3,0.9994932465255261
354,677,323,0.323,0.9689918942973018
464,732,268,0.268,0.9436254026442766
504,752,248,0.248,0.9010602926015854
468,734,266,0.266,0.6114035222581587
360,680,320,0.32,0.6495827102605254
426,713,287,0.287,0.6001454908549786
436,718,282,0.282,0.6039309872821905
504,752,248,0.248,0.6570699733346701
454,727,273,0.273,0.6885291845276952
498,749,251,0.251,0.6720978538393975
476,738,262,0.262,0.6601467856019735
462,731,269,0.269,0.484139876967296
364,682,318,0.318,0.5015953959496692
424,712,288,0.288,0.4915444243233651
326,663,337,0.337,0.48997343524172904
444,722,278,0.278,0.552356001097709
440,720,280,0.28,0.5938426407910884
426,713,287,0.287,0.589878325752914
464,732,268,0.268,0.6167876611594111
588,794,206,0.206,0.65862622384727
650,825,175,0.175,0.635404351502657
658,829,171,0.171,0.6369113209396601
634,817,183,0.183,0.5999878924675286
780,890,110,0.11,0.3359944038235117
784,892,108,0.108,0.3130510170807829
716,858,142,0.142,0.3225960661829449
688,844,156,0.156,0.28969463685638036
752,876,124,0.124,0.14249798023746552
814,907,93,0.093,0.119915471282795
772,886,114,0.114,0.11715217185256416
722,861,139,0.139,0.09275050137090378
748,874,126,0.126,0.06397320404275382
766,883,117,0.117,0.05659867553807049
772,886,114,0.114,0.04586889564560316
750,875,125,0.125,0.06165150204778834
800,900,100,0.1,0.04427178653487124
742,871,129,0.129,0.043659915770136476
756,878,122,0.122,0.050321031905734004
798,899,101,0.101,0.03301271026291187
722,861,139,0.139,0.05124975030849397
740,870,130,0.13,0.04204086468331167
712,856,144,0.144,0.03363968529897095
748,874,126,0.126,0.037173459383566226
724,862,138,0.138,0.04735104885669017
832,916,84,0.084,0.032240029287431186
776,888,112,0.112,0.042896653900509764
754,877,123,0.123,0.03725930901110942
754,877,123,0.123,0.03390168522485194
738,869,131,0.131,0.029344009643148383
780,890,110,0.11,0.028747057953717615
732,866,134,0.134,0.030924950356887748
784,892,108,0.108,0.03293839449517645
778,889,111,0.111,0.023842147097264798
808,904,96,0.096,0.024163256133276235
770,885,115,0.115,0.027412859386552513
798,899,101,0.101,0.0216101062189843
774,887,113,0.113,0.022182461185399772
794,897,103,0.103,0.017277496848874505
714,857,143,0.143,0.019888193530541984
754,877,123,0.123,0.01847297128965387
806,903,97,0.097,0.009918106818399594
766,883,117,0.117,0.011826510696289745
698,849,151,0.151,0.02180134313150194
760,880,120,0.12,0.012722111898947631
736,868,132,0.132,0.016256157640472908
832,916,84,0.084,0.010940483123248568
728,864,136,0.136,0.01893898665337123
814,907,93,0.093,0.011977846903147708
748,874,126,0.126,0.015208798117801948
758,879,121,0.121,0.011941236153434048
760,880,120,0.12,0.014428528671477566
706,853,147,0.147,0.010785565085475667
782,891,109,0.109,0.008035744501375603
740,870,130,0.13,0.01004024672891677
704,852,148,0.148,0.010592223824412727
788,894,106,0.106,0.010563722319954295
796,898,102,0.102,0.013192511767212877
758,879,121,0.121,0.008734394057043304
732,866,134,0.134,0.011033906164662738
756,878,122,0.122,0.015232560840828498
