Date,num_of_senario,num_of_req,num_of_warmup,num_kpath,ar,dif,avg_holding,range_band_s,range_band_e,num_of_slots
2021-12-12 14:48:06.114492,1,5000000,10000,1,3,1,50,1,10,50
